"ID","문A1-1.귀하께서 참여하신 교육 과정은 무엇입니까?","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 1)일정 장소에서 강사가 강의하는 강좌","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 2)직장 내 직무 연수 프로그램","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 3)원격/사이버 강좌 수강","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 4)전문적인 세미나 및 워크숍^학습 동아리","문B1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월)다음 유형의 비형식 교육에 참여한 경험이 있습니까? - 5)기타 강좌 및 개인교습","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (1)학력보완 교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (2)성인기초 및 문자해득교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (3)직업능력향상교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (4)인문교양교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (5)문화예술 스포츠 교육","문B2(개).지난 1년간(2013년 7월 -  2014년 6월)비형식 교육에 참여한 프로그램 수는 몇개 입니까? - (6)시민참여교육","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 1)가족^ 친구 또는 직장동료나 상사의 도움이나 조언을 통해 학습한 적이 ?F1","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 2)컴퓨터나 인터넷을 활용해서 새로운 정보나 사실을 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 3)학습을 목적으로 텔레비전^ 라디오^ 비디오를 활용해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 4)인쇄매체(책이나 전문잡지 등)를 활용해서 학습해 본 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 5)역사적.자연적.산업적 장소를 방문해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 6)도서관 등을 방문해서 학습한 적이 있다","문C1(참여경험).귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 다음과 같은 무형식학습에 참여해 본 적이 있으십니까? - 7)축제^ 박람회^ 음악회 등을 통해 학습한 적이 있다","문E1.귀하께서는 지난 1년 간(2013년 7월 - 2014년 6월) 교육과 학습 참여를 목적으로 관련 정보를 찾아본 경험이 있습니까?","문E1-1.귀하께서는 원하시는 정보를 얻으셨습니까?","문F1-(1).학습경험여부 - 1)영어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 1)영어","문F1-(1).학습경험여부 - 2)중국어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 2)중국어","문F1-(1).학습경험여부 - 3)일본어","문F1-(3)-1.공인시험점수-공인시험 경험 여부 - 3)일본어","문F2.지난 1년 간(2013년 7월 ~ 2014년 6월) 해당 외국어를 얼마나 자주 사용하셨습니까? - 1)영어","문F5-1) 컴퓨터 활용.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문F5-2) 워드프로세서(한글^ MS 워드 등) 작성.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문F5-3) 엑셀 활용.컴퓨터와 관련된 다음의 각 영역에 대해서 귀하의 활용능력 수준을 답해 주시기 바랍니다.","문G2.귀하께서는 대다수의 사람들이 기회만 있으면 당신을 이용하려고 한다고 생각하십니까 아니면 정당하게 대우해 준다고 생각하십니까?","문G6.귀하께서는 정치에 얼마나 관심을 갖고 계십니까?","문G13.귀하의 건강은 전반적으로 어떠십니까?","문G15-1.평생학습 참여가 삶의 질 향상에 얼마나 도움이 되었습니까? 또는 평생학습에 참여하지 않으셨다면 얼마나 도움이 될 것이라고 생각하십니까?","성별","연령별(10세)","학력별","경활상태","월 가구소득","지역","가중치","형식교육","비형식교육","전체참여자","직업관련비형식참여자","형식학습 투자시간","비형식교육 투여시간(전체)","직업관련 비형식교육 투여시간","평생학습 개인투자 비용(전체)","형식학습 투자비용","비형식교육  개인투자비용(전체)"
212203,,1,2,2,2,2,0,0,0,0,1,0,1,1,2,2,2,2,2,1,1,1,2,1,2,2,,1,3,3,2,7,3,3,4,2,2,3,1,3,1,1981.7962681,2,1,1,2,,16,,4,,4
212301,,2,1,2,1,2,0,0,1,1,0,0,1,1,1,1,2,2,1,1,1,1,2,2,,1,2,3,4,3,2,5,2,5,4,2,2,3,1,9,1,1896.7197547,2,1,1,1,,364,294,52,,52
212401,,1,2,2,2,2,0,0,0,1,0,0,1,1,1,1,2,1,2,1,1,1,2,2,,1,2,3,4,2,2,5,3,4,3,1,2,3,1,3,1,2478.469013,2,1,1,2,,48,,35,,35
212501,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,1,1,1,2,2,,2,,1,2,2,2,8,3,2,4,2,4,2,3,3,1,1637.3959747,2,2,2,2,,,,,,
212502,,2,2,2,2,2,,,,,,,1,1,1,1,1,2,1,2,,1,2,2,,1,2,1,4,4,4,8,3,4,4,1,1,3,1,3,1,2628.8535384,2,2,2,2,,,,,,
212601,,1,2,2,2,2,0,0,0,1,0,0,1,1,1,2,2,2,1,1,1,1,2,2,,1,2,1,2,2,2,5,2,4,5,2,3,2,3,4,1,2120.5894783,2,1,1,2,,5,,0,,0
212602,,2,2,2,2,2,,,,,,,1,1,1,1,2,2,1,2,,1,2,2,,1,2,1,2,2,2,7,3,3,4,1,3,2,1,4,1,2514.0717994,2,2,2,2,,,,,,
212701,,1,2,2,2,2,0,0,0,1,0,0,1,1,1,1,1,2,1,1,1,1,1,2,,1,2,1,3,3,3,5,3,5,4,2,1,3,3,9,1,2063.5963165,2,1,1,2,,9,,0,,0
212704,,2,2,2,2,2,,,,,,,1,1,1,2,1,2,1,2,,1,2,2,,2,,1,1,1,1,7,3,4,4,2,4,1,3,9,1,1637.3959747,2,2,2,2,,,,,,
212801,,2,2,2,2,2,,,,,,,1,1,1,2,2,2,1,2,,1,1,1,1,2,,1,2,2,2,,2,5,4,2,1,3,1,4,1,4353.8943162,2,2,2,2,,,,,,
212901,,2,1,2,2,2,0,0,1,0,0,0,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,3,4,4,4,5,3,5,4,1,1,3,1,4,1,2546.1851881,2,1,1,1,,85,85,10,,10
213001,,2,2,1,2,2,0,0,1,0,0,0,1,1,1,1,2,2,2,1,1,1,2,2,,2,,1,3,3,3,5,3,3,3,1,1,3,2,3,1,3914.2316403,2,1,1,1,,88,88,28,,28
21301,,2,1,2,2,2,0,0,1,0,0,0,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,3,2,4,4,2,3,2,1,3,2,3134.9251556,2,1,1,1,,42,42,0,,0
21302,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,3,1,1,7,2,5,5,1,3,2,1,3,2,3894.0042137,2,2,2,2,,,,,,
213101,,2,1,2,2,2,0,0,1,0,0,0,1,2,1,2,2,2,2,2,,2,,2,,2,,1,1,1,1,8,3,3,3,2,4,1,1,2,1,1492.9773694,2,1,1,1,,30,30,0,,0
213102,,2,1,2,2,2,0,0,1,0,0,0,1,2,1,2,2,2,2,2,,2,,2,,2,,1,1,1,1,8,3,3,4,1,4,1,1,2,1,2430.998755,2,1,1,1,,30,30,0,,0
213201,,2,2,2,2,2,,,,,,,2,2,1,1,2,2,2,2,,1,2,2,,2,,1,1,1,1,8,3,4,5,2,4,1,1,4,1,1585.9055352,2,2,2,2,,,,,,
213202,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,10,2,3,4,1,4,1,1,4,1,2430.998755,2,2,2,2,,,,,,
213301,,2,2,2,2,2,,,,,,,1,2,1,2,1,2,1,1,1,2,,2,,2,,1,1,1,1,6,2,2,4,2,4,1,1,3,1,3748.1589746,2,2,2,2,,,,,,
213401,,1,2,2,2,2,0,0,0,0,1,0,1,1,2,2,2,2,2,1,1,1,2,2,,2,,1,2,2,2,5,3,2,4,2,4,2,1,3,1,3981.4575806,2,1,1,2,,54,,13,,13
213402,,2,2,2,2,2,,,,,,,1,2,1,2,2,2,2,2,,1,2,2,,2,,1,3,3,2,7,3,4,4,1,1,2,1,3,1,9826.7815392,2,2,2,2,,,,,,
213501,,1,2,2,2,2,0,0,0,0,2,0,1,1,1,1,1,2,1,1,1,1,2,2,,2,,1,2,1,1,9,3,3,5,2,4,1,3,2,1,3748.1589746,2,1,1,2,,288,,80,,80
213503,,1,2,2,2,2,0,0,0,1,0,0,1,1,1,1,2,2,1,1,1,1,2,2,,2,,1,4,4,4,8,2,4,4,2,1,3,1,2,1,5017.797359,2,1,1,2,,14,,0,,0
213601,,1,2,2,2,2,0,0,1,0,0,0,1,1,1,1,2,1,1,1,1,1,2,2,,2,,1,3,3,2,7,2,4,5,2,3,2,1,4,1,5848.6085468,2,1,1,1,,434,434,10,,10
213603,,1,2,2,2,2,0,0,1,0,0,0,1,1,2,1,1,2,1,1,1,1,1,2,,2,,5,4,4,4,8,3,5,5,1,1,3,1,4,1,9826.7815392,2,1,1,1,,85,85,10,,10
213701,,2,2,2,2,2,,,,,,,1,1,1,1,1,2,1,2,,1,2,2,,2,,1,2,1,1,9,2,5,4,2,3,2,1,4,1,5848.6085468,2,2,2,2,,,,,,
213801,,1,2,2,2,2,0,0,0,1,0,0,1,1,2,2,1,2,2,2,,1,2,2,,1,2,1,3,3,3,,2,4,4,2,2,2,3,2,1,1920.4778481,2,1,1,1,,8,8,25,,25
213802,,2,2,2,2,2,,,,,,,2,2,1,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,8,3,3,4,1,2,2,1,2,1,2625.6973538,2,2,2,2,,,,,,
213901,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,2,,2,,2,,1,1,1,1,2,1,2,3,1,4,1,2,2,1,2279.6729229,2,2,2,2,,,,,,
214001,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,9,3,2,3,1,2,2,1,2,1,2769.7963235,2,2,2,2,,,,,,
21401,,2,2,2,2,2,,,,,,,2,2,2,1,1,1,2,2,,1,2,2,,2,,3,3,3,4,5,2,4,4,2,1,3,1,9,2,3129.228469,2,2,2,2,,,,,,
214101,,1,2,2,2,2,0,0,0,1,0,0,2,1,2,2,2,2,2,1,1,1,2,2,,2,,1,3,3,2,7,3,4,4,1,2,3,1,3,1,2709.5325375,2,1,1,2,,6,,0,,0
214102,,1,1,2,1,2,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,,2,,2,3,3,3,9,2,4,5,2,2,2,1,3,1,1981.7962681,2,1,1,1,,1016,1016,900,,900
214201,,2,2,2,2,2,,,,,,,2,1,1,2,2,2,2,2,,1,2,2,,2,,4,3,3,4,5,4,4,1,1,4,3,1,4,1,2279.6729229,2,2,2,2,,,,,,
214301,,2,2,2,1,2,0,0,0,1,0,0,1,1,1,1,2,2,1,1,1,1,2,2,,1,2,1,3,4,3,2,2,3,4,1,3,3,1,4,1,2595.4231133,2,1,1,2,,48,,0,,0
214401,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,2,4,4,4,9,3,4,4,1,2,3,1,3,2,2998.3598228,2,2,2,2,,,,,,
214402,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,8,2,4,4,2,1,2,3,3,2,3187.637558,2,2,2,2,,,,,,
214501,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,2,1,9,2,1,4,1,3,2,3,1,2,3566.0968947,2,2,2,2,,,,,,
214601,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,1,1,1,5,2,3,4,1,2,1,1,1,2,2998.3598228,2,2,2,2,,,,,,
214701,,2,2,2,2,2,,,,,,,2,2,2,1,2,2,2,1,1,1,2,1,2,2,,1,2,2,2,8,2,4,4,1,2,3,1,3,2,2222.2913196,2,2,2,2,,,,,,
214801,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,8,2,4,4,1,2,2,1,3,2,2222.2913196,2,2,2,2,,,,,,
214901,,1,1,1,1,2,0,0,1,1,1,0,2,1,2,1,2,2,2,1,1,1,2,2,,2,,1,2,2,2,6,2,4,4,2,3,3,1,4,2,1552.1431065,2,1,1,1,,78,16,26,,26
215001,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,8,2,4,4,2,2,3,1,4,2,2723.9398632,2,2,2,2,,,,,,
215002,,2,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,,1,2,2,,2,,1,2,2,2,8,3,4,4,1,2,3,1,4,2,2676.6315674,2,2,2,2,,,,,,
21501,,2,2,2,2,2,,,,,,,2,1,2,2,2,1,2,1,1,1,1,2,,1,2,1,2,2,1,5,3,5,4,2,2,3,3,2,2,3376.3853906,2,2,2,2,,,,,,
